Gene.Symbol,Essentiality_Rep1,Essentiality_Rep2
UTP15,-1.747009127,-1.610067849
UTP20,-2.029100523,-1.764771795
UTP23,-2.298152498,-1.835940847
UTP3,-1.078979965,-1.086954034
UTP6,-1.330482485,-1.31523708
UXT,-1.236911791,-1.100003437
VARS,-1.8180853,-1.578247652
VARS2,-3.01976065,-2.0122819
VCP,-1.356271388,-1.325190718
VHL,-2.479757258,-1.925608878
VMA21,-1.726753553,-1.528078902
VMP1,-1.318883297,-1.075839156
VPS16,-1.052371529,-1.252412526
VPS25,-2.189990523,-1.649474046
VPS28,-1.392706472,-1.274592789
VPS29,-0.906808158,-0.887844627
VPS35,-1.028337173,-0.914001017
VPS45,-1.032219639,-0.885205878
VPS72,-1.26429043,-1.099565492
WAC,-0.87444594,-0.965739184
WAPAL,-2.174465784,-1.650151
WARS2,-1.852924262,-0.999261249
WBP11,-1.089574257,-1.336645751
WBSCR16,-1.40706453,-0.810986174
WBSCR22,-1.948743878,-1.4284605
WDHD1,-1.268209866,-1.085184423
WDR1,-2.387381196,-2.117950862
WDR12,-1.21091454,-0.994797051
WDR18,-1.73166327,-1.071334343
WDR24,-1.35718978,-1.117487847
WDR25,-1.392574377,-1.047823849
WDR3,-1.103194357,-0.96226026
WDR33,-2.645915479,-2.347361311
WDR36,-0.861998179,-0.761236007
WDR43,-1.709422815,-1.336668235
WDR46,-1.105650207,-0.956179522
WDR5,-1.248185505,-1.193969623
WDR55,-1.5882203,-1.156134541
WDR61,-1.744689106,-1.529469993
WDR7,-1.569078237,-1.328611833
WDR70,-1.325508475,-1.118880213
WDR73,-1.206987387,-0.765739586
WDR74,-2.3859811,-2.341752195
WDR75,-1.526290713,-1.232749941
WDR77,-2.952394962,-2.294426455
WDR82,-2.056716502,-1.815090028
WDR92,-2.157117818,-1.564233355
WEE1,-1.264663355,-1.235771753
WNK1,-1.486572286,-1.308655663
WRB,-2.600208969,-1.646440092
WT1,-0.81784479,-0.830543316
XAB2,-1.88329775,-1.61482889
XPO1,-2.337025661,-2.063526615
XPR1,-1.981155639,-1.54611001
XRCC2,-0.973598778,-0.817724852
XRCC3,-1.163840315,-0.914692222
XRCC5,-1.639951843,-1.578060039
XRCC6,-1.409302458,-1.108015316
XRN1,-1.015909443,-0.885604193
XRN2,-1.928869371,-1.493714591
YAE1D1,-1.63228597,-1.105567752
YARS,-2.828083424,-2.059902201
YBEY,-2.170527305,-0.861662278
YEATS4,-1.758323339,-1.194154825
YKT6,-1.332609596,-1.306743138
YRDC,-2.265626082,-1.897843338
YY1,-1.385353917,-1.102620744
ZBTB11,-1.637423756,-1.498748657
ZC3H18,-1.039567208,-1.050356617
ZC3H8,-1.132517529,-1.015841712
ZCCHC9,-1.499962446,-1.206764859
ZEB2,-1.181134873,-1.435114078
ZFP36L2,-1.441255108,-1.208601922
ZFYVE20,-1.298687974,-1.420258176
ZNF207,-1.62092207,-1.24298429
ZNF259,-1.235960086,-1.344062986
ZNF407,-2.059220474,-1.940329388
ZNF574,-2.059238233,-1.469690534
ZNF595,-1.823921543,-1.739168025
ZNF830,-1.155508646,-1.030512441
ZNHIT1,-0.802484394,-0.775116743
ZNHIT2,-1.29467838,-1.286117184
ZNHIT3,-0.924050282,-0.761935866
ZNHIT6,-0.948662352,-0.862893319
ZNRD1,-1.025405146,-1.201460255
ZRSR2,-1.41381917,-1.314920011
ZZZ3,-0.905825378,-0.783803234
